Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Defect_of_vehicle,Road_allignment,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
18:23:00,Saturday,18-30,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Changing lane to the right,Slight Injury
5:24:00,Friday,31-50,Male,2-5yr,Lorry,,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Going straight,Moving Backward,Serious Injury
12:15:00,Saturday,18-30,Unknown,5-10yr,Long lorry,,Tangent road with mild grade and flat terrain,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight Injury
22:15:00,Friday,31-50,Male,Below 1yr,Automobile,,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Reversing,Changing lane to the right,Slight Injury
6:35:00,Friday,31-50,Male,Below 1yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Serious Injury
6:35:00,Friday,31-50,Male,,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Serious Injury
17:34:00,Thursday,Under 18,Male,Below 1yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,2,Going straight,Driving carelessly,Serious Injury
17:34:00,Thursday,Under 18,Male,2-5yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,2,Parked,Changing lane to the right,Serious Injury
4:00:00,Friday,18-30,Unknown,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,1,4,Going straight,Changing lane to the right,Slight Injury
4:00:00,Friday,18-30,Male,5-10yr,Lorry,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,1,4,Going straight,Driving carelessly,Slight Injury
4:00:00,Friday,18-30,Male,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Unknown,Overtaking,Slight Injury
4:00:00,Friday,18-30,Unknown,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Going straight,Changing lane to the right,Slight Injury
15:50:00,Saturday,18-30,Male,5-10yr,Other,,Tangent road with mountainous terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
8:50:00,Friday,Under 18,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Stopping,Other,Slight Injury
0:25:00,Sunday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the right,Slight Injury
0:25:00,Sunday,31-50,Male,5-10yr,Lorry,7,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Overtaking,Changing lane to the right,Slight Injury
0:25:00,Sunday,31-50,Male,Below 1yr,Motorcycle,7,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,Overtaking,Slight Injury
0:10:00,Sunday,18-30,Male,1-2yr,Automobile,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with roadside objects,2,1,Reversing,Other,Slight Injury
0:10:00,Sunday,18-30,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Earth roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Going straight,Driving to the left,Slight Injury
15:20:00,Saturday,Unknown,Female,2-5yr,Lorry,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Going straight,Overtaking,Slight Injury
15:20:00,Saturday,31-50,Male,5-10yr,Lorry,No defect,Tangent road with rolling terrain,,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Unknown,No priority to vehicle,Slight Injury
15:20:00,Saturday,31-50,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Going straight,Moving Backward,Slight Injury
16:30:00,Saturday,Under 18,Male,,,,Tangent road with mild grade and flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,With Train,2,1,Moving Backward,Other,Slight Injury
16:30:00,Saturday,Under 18,Male,Above 10yr,Automobile,,Tangent road with mild grade and flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
1:05:00,Friday,Under 18,Male,Above 10yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,No priority to pedestrian,Slight Injury
1:05:00,Friday,31-50,Male,Above 10yr,Minibus,,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the right,Slight Injury
19:40:00,Monday,Over 51,Male,unknown,Other,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Slight Injury
19:40:00,Monday,31-50,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Unknown,Changing lane to the right,Slight Injury
19:40:00,Monday,31-50,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Going straight,Driving to the left,Slight Injury
19:08:00,Tuesday,18-30,Male,5-10yr,Bus,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
19:08:00,Tuesday,18-30,Male,2-5yr,Bus,,Tangent road with mild grade and flat terrain,Gravel roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
17:50:00,Saturday,Over 51,Male,5-10yr,Automobile,,Tangent road with mild grade and flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Turnover,Driving at high speed,Slight Injury
17:50:00,Saturday,18-30,Male,Above 10yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Going straight,Moving Backward,Slight Injury
21:30:00,Sunday,31-50,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,No distancing,Slight Injury
21:30:00,Sunday,31-50,Unknown,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Other,Slight Injury
14:49:00,Monday,Over 51,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,No priority to vehicle,Slight Injury
14:49:00,Monday,Over 51,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Getting off,Changing lane to the right,Slight Injury
14:49:00,Monday,18-30,Unknown,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Other,Slight Injury
17:40:00,Sunday,31-50,Male,,,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Getting off,No distancing,Slight Injury
17:40:00,Sunday,Over 51,Male,5-10yr,Other,No defect,Tangent road with mild grade and flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight Injury
21:55:00,Saturday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,No distancing,Slight Injury
21:55:00,Saturday,18-30,Male,5-10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
7:30:00,Tuesday,18-30,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
7:30:00,Tuesday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
10:41:00,Wednesday,31-50,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,1,1,Going straight,No priority to pedestrian,Slight Injury
13:16:00,Wednesday,31-50,Male,Below 1yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the left,Slight Injury
13:16:00,Wednesday,31-50,Male,Above 10yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,No distancing,Slight Injury
13:16:00,Wednesday,31-50,Male,1-2yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,3,Going straight,Other,Slight Injury
11:30:00,Thursday,18-30,Male,5-10yr,Other,,Tangent road with flat terrain,Other,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,No distancing,Slight Injury
11:30:00,Thursday,18-30,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,No priority to pedestrian,Slight Injury
16:20:00,Friday,Unknown,Female,Below 1yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,3,1,Going straight,Moving Backward,Slight Injury
16:20:00,Friday,31-50,Male,,Lorry,No defect,Tangent road with mountainous terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,No priority to pedestrian,Slight Injury
16:20:00,Friday,Over 51,Unknown,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,No distancing,Slight Injury
1:10:00,Friday,31-50,Male,,,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to pedestrian,Serious Injury
20:40:00,Monday,18-30,Male,1-2yr,Automobile,No defect,Tangent road with mild grade and flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Driving carelessly,Serious Injury
20:40:00,Monday,18-30,Male,2-5yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Getting off the vehicle improperly,Serious Injury
17:50:00,Wednesday,18-30,Male,unknown,Turbo,No defect,Tangent road with flat terrain,Other,Wet or damp,Darkness - no lighting,Windy,Vehicle with vehicle collision,2,3,Going straight,Driving carelessly,Slight Injury
17:50:00,Wednesday,18-30,Unknown,Above 10yr,,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Windy,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the left,Slight Injury
17:50:00,Wednesday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Windy,Vehicle with vehicle collision,2,3,Going straight,No priority to vehicle,Slight Injury
17:11:00,Wednesday,Over 51,Male,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury
21:03:00,Monday,18-30,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Serious Injury
15:20:00,Monday,18-30,Male,1-2yr,Automobile,No defect,Tangent road with mild grade and flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
18:30:00,Monday,Unknown,Female,5-10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight Injury
8:15:00,Wednesday,Over 51,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the left,Slight Injury
15:20:00,Tuesday,Unknown,Female,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Going straight,Changing lane to the right,Slight Injury
18:17:00,Friday,18-30,Unknown,5-10yr,Automobile,No defect,Tangent road with flat terrain,,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,No priority to vehicle,Slight Injury
18:17:00,Friday,18-30,Male,2-5yr,Lorry,No defect,Tangent road with mild grade and flat terrain,Other,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Reversing,Changing lane to the left,Slight Injury
19:31:00,Wednesday,18-30,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Collision with pedestrians,2,1,Going straight,No priority to vehicle,Slight Injury
19:31:00,Wednesday,18-30,Male,2-5yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight Injury
9:25:00,Friday,31-50,Unknown,5-10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Turnover,Serious Injury
9:25:00,Friday,18-30,Male,1-2yr,Automobile,,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,No distancing,Serious Injury
14:10:00,Wednesday,18-30,Male,2-5yr,Automobile,5,Tangent road with flat terrain,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
14:10:00,Wednesday,Over 51,Male,2-5yr,Automobile,No defect,Tangent road with flat terrain,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight Injury
14:00:00,Friday,31-50,Male,,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight Injury
14:00:00,Friday,31-50,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight Injury
22:05:00,Tuesday,Unknown,Female,Below 1yr,Bus,No defect,Steep grade downward with mountainous terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving at high speed,Slight Injury
22:05:00,Tuesday,Over 51,Male,1-2yr,Bus,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Slight Injury
7:00:00,Thursday,18-30,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Earth roads,Wet or damp,Darkness - lights lit,Windy,Collision with pedestrians,2,1,Unknown,Other,Slight Injury
7:00:00,Thursday,31-50,Male,Above 10yr,Lorry,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Collision with pedestrians,2,1,Moving Backward,Changing lane to the left,Slight Injury
7:35:00,Thursday,18-30,Male,1-2yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight Injury
7:35:00,Thursday,31-50,Unknown,2-5yr,Lorry,7,Tangent road with flat terrain,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Turnover,Changing lane to the left,Slight Injury
8:43:00,Wednesday,31-50,Male,2-5yr,Other,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Turnover,No distancing,Slight Injury
8:43:00,Wednesday,31-50,Male,Above 10yr,Automobile,No defect,Tangent road with flat terrain,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Reversing,Moving Backward,Slight Injury
